Animal_ID,Species,Breed,Age (yrs),Gender,Size,Health Status,Shelter Stay (days),Adoption Status,Vaccinated,Behavior Score (1–10),
ANI1861,Dog,Bulldog,2.2,Female,Medium,Healthy,4,Not Adopted,Yes,1.1,
ANI1862,Dog,German Shepherd,5.4,Female,Medium,Chronic Illness,167,Not Adopted,No,1.8,
ANI1863,Dog,Golden Retriever,2.8,Male,Small,Healthy,153,Not Adopted,Yes,3.9,
ANI1864,Dog,German Shepherd,0.8,Male,Medium,Healthy,156,Adopted,No,4.9,
ANI1865,Cat,Bengal,14.6,Female,Small,Healthy,150,Adopted,Yes,3.5,
ANI1866,Dog,Golden Retriever,0.7,Male,Medium,Healthy,159,Adopted,Yes,6.2,
ANI1867,Dog,Bulldog,10.1,Male,Medium,Healthy,23,Adopted,No,1.5,
ANI1868,Cat,Sphynx,3,Male,Medium,Chronic Illness,48,Not Adopted,Yes,2.3,
ANI1869,Cat,Bengal,17.6,Male,Medium,Minor Injury,148,Adopted,Yes,7.3,
ANI1870,Dog,Golden Retriever,7.4,Female,Small,Chronic Illness,125,Not Adopted,Yes,2.3,
ANI1871,Dog,German Shepherd,9,Female,Small,Chronic Illness,166,Not Adopted,Yes,6.8,
ANI1872,Cat,Sphynx,2.4,Male,Medium,Healthy,55,Adopted,Yes,1.5,
ANI1873,Dog,Labrador Retriever,10.4,Female,Medium,Healthy,68,Not Adopted,Yes,4.7,
ANI1874,Dog,Labrador Retriever,10.2,Female,Large,Healthy,88,Not Adopted,Yes,2.6,
ANI1875,Dog,Labrador Retriever,8,Female,Large,Healthy,1,Adopted,No,2,
ANI1876,Cat,Persian,9.3,Male,Large,Healthy,135,Adopted,Yes,6.1,
ANI1877,Cat,Ragdoll,13.1,Male,Medium,Healthy,95,Adopted,No,9.4,
ANI1878,Dog,Labrador Retriever,0.6,Female,Medium,Healthy,140,Adopted,Yes,1.5,
ANI1879,Dog,Golden Retriever,7.3,Female,Medium,Healthy,106,Adopted,Yes,4.8,
ANI1880,Dog,Rottweiler,10.2,Male,Medium,Healthy,133,Adopted,Yes,7.4,
ANI1881,Cat,Persian,6.7,Male,Small,Healthy,108,Not Adopted,Yes,5.2,
ANI1882,Dog,Bulldog,1.7,Male,Large,Healthy,178,Adopted,No,8.3,
ANI1883,Dog,Rottweiler,5.3,Female,Large,Healthy,42,Not Adopted,Yes,2.6,
ANI1884,Cat,Persian,13.2,Female,Medium,Healthy,102,Adopted,Yes,9.6,
ANI1885,Dog,Rottweiler,1.7,Male,Small,Minor Injury,124,Not Adopted,Yes,4.5,
ANI1886,Cat,Siamese,4.1,Male,Medium,Healthy,140,Not Adopted,Yes,4.1,
ANI1887,Dog,Golden Retriever,2.2,Female,Large,Healthy,103,Adopted,No,8.9,
ANI1888,Dog,Golden Retriever,9.7,Female,Large,Minor Injury,146,Not Adopted,No,6.1,
ANI1889,Dog,Rottweiler,1.2,Male,Small,Healthy,74,Adopted,Yes,5.6,
ANI1890,Cat,Sphynx,12.5,Female,Small,Healthy,108,Adopted,Yes,7.5,
ANI1891,Cat,Ragdoll,6.9,Female,Large,Healthy,122,Not Adopted,Yes,6.2,
ANI1892,Cat,Bengal,13.7,Male,Medium,Healthy,17,Adopted,Yes,2.5,
ANI1893,Dog,Rottweiler,11.6,Female,Medium,Minor Injury,71,Not Adopted,No,7.1,
ANI1894,Cat,Maine Coon,2.5,Male,Large,Minor Injury,62,Not Adopted,Yes,2.2,
ANI1895,Dog,German Shepherd,4.1,Female,Small,Healthy,41,Adopted,Yes,8.3,
ANI1896,Dog,Labrador Retriever,9.8,Female,Medium,Healthy,119,Adopted,Yes,9.9,
ANI1897,Cat,Maine Coon,5.2,Female,Small,Healthy,162,Adopted,No,4.4,
ANI1898,Dog,German Shepherd,3,Female,Medium,Healthy,45,Adopted,Yes,5,
ANI1899,Dog,Labrador Retriever,10,Male,Large,Healthy,58,Not Adopted,Yes,1.4,
ANI1900,Dog,Poodle,11.9,Female,Medium,Healthy,179,Adopted,Yes,1.1,
ANI1901,Dog,Golden Retriever,6.9,Female,Large,Healthy,126,Adopted,Yes,9.3,
ANI1902,Dog,Golden Retriever,3.7,Male,Medium,Healthy,162,Not Adopted,Yes,2.2,
ANI1903,Cat,British Shorthair,7.5,Female,Medium,Healthy,44,Adopted,Yes,5,
ANI1904,Dog,Rottweiler,2.5,Female,Small,Healthy,15,Adopted,Yes,8.3,
ANI1905,Cat,Siamese,13.8,Male,Medium,Healthy,78,Adopted,Yes,9,
ANI1906,Cat,Sphynx,14,Female,Medium,Minor Injury,70,Not Adopted,Yes,5.7,
ANI1907,Dog,Rottweiler,10.6,Female,Small,Healthy,178,Adopted,Yes,6.1,
ANI1908,Dog,Bulldog,0.8,Male,Medium,Healthy,101,Adopted,Yes,7,
ANI1909,Dog,Poodle,7,Female,Medium,Chronic Illness,160,Adopted,Yes,9.7,
ANI1910,Cat,Bengal,4.2,Male,Medium,Healthy,3,Adopted,Yes,6.4,
ANI1911,Dog,Golden Retriever,4.4,Male,Medium,Healthy,86,Not Adopted,Yes,6,
ANI1912,Cat,Bengal,14.2,Male,Medium,Healthy,74,Adopted,No,1.1,
ANI1913,Dog,Labrador Retriever,2.7,Female,Small,Healthy,51,Not Adopted,Yes,1.7,
ANI1914,Cat,Ragdoll,11.7,Female,Small,Healthy,67,Adopted,Yes,6.2,
ANI1915,Dog,Bulldog,8,Male,Medium,Healthy,76,Adopted,Yes,9.4,
ANI1916,Dog,Labrador Retriever,11.5,Male,Medium,Healthy,93,Adopted,Yes,8.8,
ANI1917,Cat,Siamese,14.1,Female,Small,Minor Injury,176,Adopted,Yes,9.8,
ANI1918,Cat,Bengal,14.6,Male,Large,Healthy,145,Adopted,Yes,5.8,
ANI1919,Dog,Poodle,6.6,Female,Medium,Healthy,7,Adopted,Yes,8.1,
ANI1920,Cat,Persian,3.8,Female,Medium,Minor Injury,13,Not Adopted,Yes,8.6,
ANI1921,Dog,Bulldog,5.4,Female,Small,Healthy,120,Adopted,Yes,6.8,
ANI1922,Cat,Siamese,10.1,Female,Medium,Minor Injury,66,Not Adopted,Yes,4,
ANI1923,Cat,Bengal,12.4,Male,Medium,Healthy,4,Adopted,Yes,5.2,
ANI1924,Dog,Labrador Retriever,7.5,Female,Medium,Minor Injury,138,Adopted,Yes,8.7,
ANI1925,Dog,Bulldog,5,Female,Medium,Healthy,88,Not Adopted,Yes,3.7,
ANI1926,Dog,Poodle,3.6,Female,Large,Minor Injury,17,Adopted,Yes,9.3,
ANI1927,Dog,Golden Retriever,2.4,Male,Medium,Chronic Illness,52,Adopted,No,3.1,
ANI1928,Cat,Persian,12.6,Female,Small,Healthy,134,Adopted,Yes,7.7,
ANI1929,Dog,Labrador Retriever,7.9,Male,Medium,Healthy,69,Adopted,Yes,6.7,
ANI1930,Dog,Labrador Retriever,8.4,Male,Medium,Healthy,137,Adopted,Yes,7.7,
ANI1931,Cat,Persian,7,Male,Medium,Healthy,21,Adopted,No,4.9,
ANI1932,Other,Turtle,3,Female,Small,Healthy,24,Adopted,Yes,9.4,
ANI1933,Dog,Poodle,9.2,Female,Small,Healthy,4,Adopted,Yes,6.7,
ANI1934,Dog,German Shepherd,9.4,Female,Large,Healthy,152,Not Adopted,No,3.6,
ANI1935,Dog,Poodle,5.7,Female,Medium,Healthy,3,Adopted,No,6.7,
ANI1936,Dog,Labrador Retriever,7.5,Male,Large,Healthy,68,Not Adopted,Yes,3.6,
ANI1937,Cat,Sphynx,7,Female,Medium,Healthy,101,Adopted,Yes,3.6,
ANI1938,Dog,Bulldog,8.6,Male,Medium,Healthy,168,Not Adopted,Yes,4.6,
ANI1939,Cat,Sphynx,15.1,Female,Medium,Healthy,176,Adopted,Yes,8.7,
ANI1940,Dog,Bulldog,8.4,Female,Large,Healthy,54,Adopted,Yes,5.5,
ANI1941,Cat,Persian,9.5,Female,Medium,Healthy,35,Adopted,Yes,7.1,
ANI1942,Cat,Bengal,8.5,Female,Medium,Healthy,56,Adopted,Yes,4.5,
ANI1943,Cat,Persian,11.7,Male,Small,Healthy,108,Adopted,Yes,3.4,
ANI1944,Dog,Poodle,8.3,Male,Medium,Healthy,40,Adopted,Yes,9.6,
ANI1945,Dog,Rottweiler,6.9,Female,Medium,Minor Injury,68,Adopted,Yes,6.4,
ANI1946,Dog,Golden Retriever,7.7,Male,Small,Healthy,46,Adopted,Yes,9.4,
ANI1947,Cat,Bengal,2.2,Male,Small,Healthy,78,Not Adopted,Yes,2.8,
ANI1948,Cat,Persian,17.2,Male,Medium,Healthy,141,Not Adopted,No,2.3,
ANI1949,Cat,Sphynx,14.3,Female,Small,Minor Injury,155,Not Adopted,Yes,8.7,
ANI1950,Cat,Persian,7,Male,Small,Chronic Illness,6,Adopted,Yes,7.1,
ANI1951,Cat,Sphynx,10.3,Male,Medium,Healthy,17,Adopted,No,2.7,
ANI1952,Dog,Bulldog,1,Female,Large,Healthy,164,Adopted,Yes,3.4,
ANI1953,Cat,Siamese,1.2,Female,Medium,Minor Injury,99,Adopted,Yes,8.2,
ANI1954,Dog,Beagle,3.4,Male,Small,Healthy,81,Not Adopted,No,5.1,
ANI1955,Dog,Labrador Retriever,8.4,Male,Small,Healthy,2,Adopted,Yes,7,
ANI1956,Dog,Bulldog,10.3,Male,Medium,Healthy,77,Adopted,Yes,3.9,
ANI1957,Dog,Labrador Retriever,6.9,Male,Medium,Healthy,66,Not Adopted,Yes,4.4,
ANI1958,Dog,German Shepherd,6.6,Male,Large,Chronic Illness,52,Adopted,Yes,9.9,
ANI1959,Cat,Maine Coon,7.5,Female,Medium,Chronic Illness,92,Not Adopted,Yes,3.2,
ANI1960,Dog,Rottweiler,2.4,Female,Medium,Minor Injury,171,Not Adopted,No,5.6,
ANI1961,Cat,British Shorthair,2.6,Female,Small,Healthy,22,Adopted,Yes,8.6,
ANI1962,Dog,German Shepherd,9.2,Male,Medium,Minor Injury,111,Adopted,Yes,3.2,
ANI1963,Dog,Poodle,11.2,Female,Small,Healthy,107,Adopted,Yes,4.7,
ANI1964,Dog,Bulldog,5.8,Male,Large,Healthy,67,Adopted,Yes,6.5,
ANI1965,Dog,German Shepherd,8.1,Female,Medium,Minor Injury,140,Adopted,Yes,5.3,
ANI1966,Cat,Maine Coon,16.5,Female,Medium,Healthy,69,Not Adopted,Yes,5.1,
ANI1967,Dog,Labrador Retriever,1.5,Male,Small,Healthy,84,Not Adopted,Yes,4.3,
ANI1968,Cat,Bengal,14,Female,Small,Healthy,103,Adopted,Yes,6.3,
ANI1969,Dog,Beagle,7.6,Male,Medium,Minor Injury,39,Adopted,Yes,6.6,
ANI1970,Cat,Siamese,11,Female,Small,Healthy,13,Adopted,Yes,6.9,
ANI1971,Cat,Maine Coon,5.6,Male,Medium,Healthy,41,Adopted,Yes,1.6,
ANI1972,Cat,Siamese,12.5,Male,Small,Healthy,57,Adopted,Yes,6.7,
ANI1973,Dog,Poodle,9.6,Female,Medium,Minor Injury,12,Adopted,Yes,9.6,
ANI1974,Dog,Rottweiler,1.8,Male,Large,Minor Injury,13,Adopted,Yes,5.9,
ANI1975,Dog,Rottweiler,6.6,Female,Medium,Healthy,120,Not Adopted,Yes,7.4,
ANI1976,Cat,Bengal,2.3,Male,Medium,Healthy,97,Not Adopted,Yes,6,
ANI1977,Dog,Labrador Retriever,10.5,Female,Small,Healthy,57,Adopted,No,8.7,
ANI1978,Dog,Golden Retriever,6.3,Female,Small,Chronic Illness,40,Adopted,Yes,9.4,
ANI1979,Cat,Siamese,14.6,Female,Medium,Healthy,118,Not Adopted,Yes,2.7,
ANI1980,Dog,Bulldog,4.7,Male,Medium,Chronic Illness,80,Not Adopted,Yes,4.9,
ANI1981,Cat,Siamese,2.7,Male,Medium,Healthy,128,Adopted,Yes,4.5,
ANI1982,Dog,Bulldog,1,Male,Small,Minor Injury,173,Not Adopted,Yes,4.6,
ANI1983,Dog,Rottweiler,3.7,Male,Small,Minor Injury,35,Adopted,Yes,2.1,
ANI1984,Cat,Ragdoll,4.8,Female,Small,Healthy,3,Adopted,Yes,8.3,
ANI1985,Dog,German Shepherd,6.9,Female,Large,Chronic Illness,120,Adopted,No,1.3,
ANI1986,Cat,Ragdoll,0.9,Female,Small,Healthy,5,Adopted,No,5.8,
ANI1987,Dog,Beagle,6.5,Female,Medium,Healthy,11,Adopted,Yes,7,
ANI1988,Dog,Beagle,5,Female,Small,Healthy,126,Adopted,Yes,2.9,
ANI1989,Cat,British Shorthair,10.6,Female,Medium,Minor Injury,71,Adopted,Yes,9.2,
ANI1990,Cat,Maine Coon,12.8,Male,Medium,Healthy,117,Adopted,Yes,8.5,
ANI1991,Cat,Ragdoll,11.6,Female,Large,Healthy,138,Not Adopted,Yes,5.2,
ANI1992,Dog,Bulldog,11.8,Female,Large,Healthy,106,Adopted,Yes,4.7,
ANI1993,Cat,Maine Coon,2.9,Female,Medium,Healthy,116,Not Adopted,Yes,3.1,
ANI1994,Dog,German Shepherd,5.4,Male,Large,Healthy,162,Adopted,Yes,7.6,
ANI1995,Dog,German Shepherd,5.4,Male,Large,Healthy,67,Not Adopted,Yes,2.2,
ANI1996,Cat,Bengal,7.8,Male,Large,Minor Injury,31,Adopted,Yes,7.1,
ANI1997,Dog,Labrador Retriever,8.1,Female,Large,Healthy,75,Adopted,Yes,8.6,
ANI1998,Other,Rabbit,5.2,Female,Small,Healthy,71,Adopted,Yes,3.1,
ANI1999,Dog,German Shepherd,6.5,Male,Medium,Healthy,66,Adopted,Yes,8.8,
ANI2000,Dog,Rottweiler,5.5,Female,Small,Healthy,70,Not Adopted,Yes,1.3,
ANI2001,Dog,Rottweiler,11.9,Male,Small,Minor Injury,41,Not Adopted,No,9.2,
ANI2002,Cat,Bengal,16.7,Male,Large,Chronic Illness,160,Not Adopted,Yes,2.1,
ANI2003,Cat,Persian,5.9,Male,Medium,Healthy,20,Adopted,Yes,6.8,
ANI2004,Cat,Ragdoll,2.5,Female,Medium,Minor Injury,178,Not Adopted,Yes,3.3,
ANI2005,Cat,Siamese,15.2,Female,Large,Minor Injury,153,Not Adopted,Yes,8.5,
ANI2006,Cat,Sphynx,18,Male,Large,Minor Injury,140,Adopted,Yes,5.6,
ANI2007,Cat,Ragdoll,5.6,Female,Large,Healthy,39,Adopted,Yes,2.2,
ANI2008,Dog,Bulldog,4.6,Male,Small,Chronic Illness,145,Not Adopted,Yes,6.1,
ANI2009,Dog,Beagle,11.3,Female,Small,Healthy,45,Adopted,Yes,4.7,
ANI2010,Dog,Poodle,8.7,Female,Medium,Healthy,139,Not Adopted,Yes,7,
ANI2011,Other,Rabbit,3.3,Female,Small,Healthy,70,Adopted,Yes,8.9,
ANI2012,Cat,British Shorthair,10.7,Male,Small,Healthy,125,Adopted,Yes,4.7,
ANI2013,Dog,Labrador Retriever,11.4,Female,Medium,Healthy,151,Not Adopted,Yes,3.6,
ANI2014,Cat,Sphynx,14.7,Female,Medium,Healthy,91,Not Adopted,Yes,1.1,
ANI2015,Cat,Maine Coon,13.5,Male,Medium,Healthy,70,Adopted,Yes,6.2,
ANI2016,Dog,Rottweiler,9,Female,Medium,Minor Injury,166,Not Adopted,Yes,4.6,
ANI2017,Cat,Siamese,3.6,Male,Medium,Minor Injury,130,Not Adopted,Yes,4.4,
ANI2018,Cat,Sphynx,14.9,Female,Small,Healthy,84,Adopted,Yes,2.6,
ANI2019,Dog,Bulldog,3.7,Male,Small,Minor Injury,89,Not Adopted,No,4.9,
ANI2020,Cat,Siamese,16.8,Female,Medium,Minor Injury,79,Not Adopted,Yes,9.9,
ANI2021,Dog,Poodle,4.7,Female,Medium,Minor Injury,113,Not Adopted,Yes,3.7,
ANI2022,Cat,British Shorthair,15.5,Male,Medium,Healthy,93,Not Adopted,Yes,6.4,
ANI2023,Other,Turtle,3,Male,Small,Healthy,72,Adopted,Yes,8,
ANI2024,Cat,Bengal,9.5,Male,Large,Chronic Illness,165,Adopted,No,7.7,
ANI2025,Dog,Labrador Retriever,1.7,Male,Medium,Healthy,49,Adopted,Yes,4,
ANI2026,Cat,Ragdoll,12.1,Male,Medium,Healthy,52,Adopted,Yes,6.5,
ANI2027,Cat,Persian,15.1,Female,Medium,Healthy,33,Adopted,Yes,8.8,
ANI2028,Dog,Labrador Retriever,8.8,Male,Large,Healthy,22,Not Adopted,Yes,1.1,
ANI2029,Cat,British Shorthair,9.7,Male,Medium,Healthy,114,Adopted,Yes,4.9,
ANI2030,Dog,Golden Retriever,1,Female,Medium,Healthy,133,Adopted,No,3,
ANI2031,Cat,Persian,16.8,Male,Large,Healthy,18,Adopted,Yes,4.5,
ANI2032,Dog,German Shepherd,8.6,Female,Medium,Minor Injury,166,Adopted,Yes,4.7,
ANI2033,Dog,Bulldog,9.1,Female,Medium,Minor Injury,118,Adopted,No,7.7,
ANI2034,Dog,Rottweiler,9.6,Female,Medium,Healthy,117,Not Adopted,Yes,1.8,
ANI2035,Cat,Persian,13.6,Female,Medium,Chronic Illness,37,Not Adopted,Yes,5.6,
ANI2036,Dog,Beagle,5.6,Female,Small,Healthy,64,Not Adopted,Yes,6.1,
ANI2037,Cat,Siamese,13.3,Male,Medium,Healthy,138,Adopted,Yes,5.4,
ANI2038,Dog,Poodle,7.7,Male,Large,Minor Injury,79,Not Adopted,Yes,7.6,
ANI2039,Dog,Bulldog,10.3,Male,Large,Minor Injury,170,Not Adopted,Yes,4.5,
ANI2040,Dog,Rottweiler,9.7,Female,Medium,Chronic Illness,123,Not Adopted,Yes,9.5,
ANI2041,Cat,Sphynx,1.2,Male,Medium,Healthy,176,Adopted,Yes,5.3,
ANI2042,Dog,Rottweiler,4.9,Female,Small,Minor Injury,44,Not Adopted,Yes,6.1,
ANI2043,Cat,British Shorthair,1.1,Female,Large,Healthy,82,Adopted,Yes,8.4,
ANI2044,Cat,Sphynx,2.3,Female,Large,Minor Injury,87,Adopted,Yes,3.5,
ANI2045,Cat,Ragdoll,11,Female,Medium,Minor Injury,16,Not Adopted,Yes,1.7,
ANI2046,Dog,Beagle,10.5,Male,Large,Healthy,54,Adopted,Yes,7.4,
ANI2047,Dog,German Shepherd,1.9,Female,Medium,Healthy,102,Adopted,Yes,5.3,
ANI2048,Cat,British Shorthair,8.4,Female,Medium,Minor Injury,163,Adopted,Yes,9.1,
ANI2049,Dog,Poodle,11,Male,Small,Healthy,98,Adopted,Yes,9.8,
ANI2050,Cat,British Shorthair,14.8,Male,Medium,Healthy,156,Adopted,Yes,4.6,
ANI2051,Dog,Beagle,6.5,Female,Medium,Minor Injury,2,Not Adopted,Yes,4.7,
ANI2052,Cat,Ragdoll,14,Female,Medium,Healthy,94,Not Adopted,Yes,4.7,
ANI2053,Cat,Ragdoll,9.6,Female,Medium,Minor Injury,141,Not Adopted,Yes,3.9,
ANI2054,Other,Rabbit,2,Female,Large,Healthy,169,Adopted,Yes,8,
ANI2055,Dog,Labrador Retriever,1.9,Female,Small,Healthy,59,Adopted,Yes,7.8,
ANI2056,Cat,Persian,3.8,Female,Medium,Minor Injury,69,Not Adopted,Yes,5.3,
ANI2057,Dog,Beagle,4.5,Male,Medium,Healthy,119,Not Adopted,No,1.4,
ANI2058,Dog,Bulldog,11.2,Male,Medium,Healthy,92,Not Adopted,Yes,3.8,
ANI2059,Cat,Siamese,14.5,Male,Medium,Minor Injury,45,Adopted,Yes,3.6,
ANI2060,Cat,Sphynx,8.1,Female,Small,Healthy,148,Not Adopted,Yes,8.3,
ANI2061,Other,Rabbit,5.2,Female,Small,Healthy,24,Not Adopted,Yes,1.8,
ANI2062,Cat,Ragdoll,5.1,Female,Medium,Healthy,91,Adopted,Yes,8.3,
ANI2063,Dog,Beagle,8.6,Male,Medium,Minor Injury,94,Not Adopted,Yes,7,
ANI2064,Dog,Poodle,9.7,Female,Small,Minor Injury,58,Adopted,Yes,7.6,
ANI2065,Cat,British Shorthair,4.7,Female,Medium,Minor Injury,155,Not Adopted,Yes,4.9,
ANI2066,Dog,Poodle,1,Female,Medium,Healthy,154,Adopted,Yes,7.1,
ANI2067,Dog,Poodle,7.7,Female,Medium,Minor Injury,128,Adopted,Yes,6.5,
ANI2068,Dog,Golden Retriever,7,Male,Large,Healthy,7,Not Adopted,Yes,7.9,
ANI2069,Dog,Bulldog,5.1,Female,Small,Healthy,170,Adopted,Yes,5,
ANI2070,Dog,German Shepherd,7.9,Male,Small,Healthy,47,Adopted,Yes,5.3,
ANI2071,Dog,German Shepherd,6.8,Male,Medium,Minor Injury,53,Adopted,Yes,6.8,
ANI2072,Dog,Labrador Retriever,3.4,Male,Medium,Minor Injury,38,Adopted,Yes,2,
ANI2073,Dog,Golden Retriever,5.1,Female,Medium,Healthy,53,Adopted,No,4.9,
ANI2074,Other,Hamster,4.6,Female,Large,Healthy,143,Adopted,No,9.7,
ANI2075,Dog,Bulldog,10.6,Female,Large,Minor Injury,154,Adopted,Yes,1.3,
ANI2076,Dog,Poodle,11.6,Female,Large,Healthy,48,Adopted,Yes,3.8,
ANI2077,Cat,British Shorthair,16.1,Female,Medium,Chronic Illness,95,Adopted,Yes,3.8,
ANI2078,Dog,Labrador Retriever,8.8,Female,Medium,Healthy,147,Adopted,Yes,6.7,
ANI2079,Cat,Bengal,10.7,Male,Medium,Healthy,137,Not Adopted,Yes,2,
ANI2080,Cat,Siamese,12.6,Male,Small,Healthy,64,Not Adopted,Yes,6.7,
ANI2081,Dog,Golden Retriever,11.3,Male,Medium,Healthy,93,Not Adopted,No,1.9,
ANI2082,Dog,Labrador Retriever,3.4,Male,Small,Chronic Illness,125,Not Adopted,Yes,1.9,
ANI2083,Cat,Siamese,9.9,Male,Large,Healthy,179,Adopted,Yes,7.6,
ANI2084,Cat,Sphynx,12.6,Male,Medium,Minor Injury,39,Not Adopted,Yes,3.9,
ANI2085,Dog,Labrador Retriever,8.3,Male,Medium,Healthy,4,Adopted,Yes,9.8,
ANI2086,Cat,Siamese,4.9,Female,Medium,Healthy,126,Not Adopted,Yes,1.3,
ANI2087,Dog,Beagle,7.2,Male,Small,Healthy,3,Adopted,Yes,5,
ANI2088,Other,Guinea Pig,8.1,Male,Small,Healthy,64,Not Adopted,Yes,2,
ANI2089,Dog,Golden Retriever,6,Male,Medium,Chronic Illness,29,Not Adopted,Yes,4.2,
ANI2090,Cat,Ragdoll,14.4,Female,Small,Healthy,116,Adopted,No,10,
ANI2091,Cat,Siamese,6.8,Male,Medium,Healthy,11,Adopted,Yes,9,
ANI2092,Cat,British Shorthair,16.9,Male,Large,Healthy,97,Adopted,Yes,1.4,
ANI2093,Dog,Bulldog,6.6,Female,Large,Healthy,102,Adopted,Yes,6.1,
ANI2094,Dog,Rottweiler,7.4,Male,Medium,Healthy,155,Adopted,Yes,6.8,
ANI2095,Dog,Rottweiler,0.9,Male,Small,Minor Injury,21,Adopted,Yes,2.9,
ANI2096,Dog,Rottweiler,2.5,Male,Large,Healthy,39,Adopted,No,2.3,
ANI2097,Dog,Poodle,7.8,Male,Large,Healthy,102,Adopted,Yes,9.1,
ANI2098,Cat,Bengal,7.8,Male,Small,Healthy,46,Adopted,No,9.7,
ANI2099,Dog,Beagle,6.3,Male,Medium,Chronic Illness,66,Not Adopted,Yes,9.9,
ANI2100,Dog,German Shepherd,1.2,Female,Small,Healthy,91,Not Adopted,Yes,8.1,
ANI2101,Other,Parrot,8.4,Female,Large,Healthy,164,Adopted,No,7,
ANI2102,Cat,Bengal,14.2,Female,Large,Healthy,111,Not Adopted,Yes,4.1,
ANI2103,Cat,Siamese,3.7,Male,Small,Healthy,82,Not Adopted,Yes,2.5,
ANI2104,Other,Turtle,6.5,Female,Large,Healthy,123,Adopted,Yes,1.7,
ANI2105,Dog,Poodle,9.9,Male,Medium,Healthy,99,Not Adopted,Yes,7.2,
ANI2106,Dog,German Shepherd,7.9,Male,Large,Minor Injury,35,Not Adopted,Yes,8.1,
ANI2107,Cat,Ragdoll,5.9,Female,Medium,Healthy,159,Adopted,No,8.4,
ANI2108,Cat,Persian,12,Male,Large,Minor Injury,156,Not Adopted,Yes,9.2,
ANI2109,Dog,German Shepherd,2.9,Male,Small,Healthy,103,Not Adopted,Yes,8.9,
ANI2110,Cat,Bengal,6.1,Female,Medium,Healthy,129,Adopted,No,10,
ANI2111,Dog,Labrador Retriever,3.3,Female,Small,Healthy,25,Adopted,Yes,3.2,
ANI2112,Dog,Poodle,6.9,Male,Large,Healthy,43,Adopted,Yes,7.9,
ANI2113,Dog,Poodle,1.7,Female,Large,Minor Injury,84,Adopted,Yes,6.3,
ANI2114,Cat,Bengal,16.8,Female,Large,Healthy,51,Adopted,Yes,3.4,
ANI2115,Cat,Persian,6.3,Male,Large,Healthy,130,Adopted,Yes,9.8,
ANI2116,Dog,Rottweiler,3,Male,Small,Healthy,126,Adopted,No,9.1,
ANI2117,Cat,Sphynx,9.2,Male,Medium,Chronic Illness,69,Not Adopted,Yes,2.2,
ANI2118,Dog,Golden Retriever,3.7,Male,Small,Healthy,9,Adopted,Yes,1.2,
ANI2119,Dog,Bulldog,6.7,Male,Small,Chronic Illness,2,Adopted,Yes,7.2,
ANI2120,Cat,Ragdoll,6.6,Female,Small,Healthy,162,Adopted,Yes,6.4,
ANI2121,Other,Hamster,1.8,Female,Medium,Healthy,159,Adopted,Yes,9.4,
ANI2122,Cat,Persian,5.2,Female,Small,Healthy,10,Adopted,Yes,3.1,
ANI2123,Cat,Sphynx,8.2,Male,Small,Healthy,114,Adopted,Yes,1.8,
ANI2124,Cat,Maine Coon,1,Female,Small,Healthy,76,Adopted,Yes,3.3,
ANI2125,Cat,Siamese,14,Female,Small,Healthy,164,Not Adopted,Yes,1.2,
ANI2126,Dog,Labrador Retriever,7.7,Female,Large,Chronic Illness,85,Not Adopted,Yes,1.3,
ANI2127,Dog,Beagle,7.4,Male,Medium,Minor Injury,49,Adopted,Yes,9.2,
ANI2128,Dog,Bulldog,6.8,Female,Large,Minor Injury,70,Not Adopted,Yes,4.2,
ANI2129,Dog,Beagle,7.3,Male,Medium,Healthy,177,Not Adopted,Yes,4.7,
ANI2130,Cat,Bengal,16.9,Male,Small,Healthy,131,Not Adopted,Yes,1.2,
ANI2131,Dog,Rottweiler,0.6,Male,Medium,Healthy,133,Adopted,Yes,3.4,
ANI2132,Dog,Labrador Retriever,1,Female,Medium,Minor Injury,90,Not Adopted,Yes,8.2,
ANI2133,Dog,Beagle,2.7,Female,Small,Chronic Illness,26,Adopted,Yes,6.5,
ANI2134,Cat,Maine Coon,3.4,Male,Small,Healthy,72,Adopted,Yes,7.8,
ANI2135,Dog,Beagle,2.6,Male,Small,Healthy,5,Adopted,Yes,5,
ANI2136,Cat,Persian,12.3,Male,Small,Healthy,15,Not Adopted,Yes,3.8,
ANI2137,Dog,German Shepherd,5.8,Male,Medium,Healthy,123,Not Adopted,Yes,5.3,
ANI2138,Dog,German Shepherd,11.9,Male,Medium,Healthy,144,Adopted,Yes,3.9,
ANI2139,Cat,Sphynx,4.5,Male,Small,Healthy,1,Adopted,No,8.6,
ANI2140,Cat,Sphynx,5.9,Female,Small,Minor Injury,144,Not Adopted,No,3.7,
ANI2141,Dog,Bulldog,11.8,Male,Large,Healthy,165,Adopted,Yes,6.9,
ANI2142,Cat,Persian,15.1,Male,Small,Healthy,3,Not Adopted,Yes,2.2,
ANI2143,Cat,Bengal,8.7,Male,Medium,Chronic Illness,47,Not Adopted,Yes,7.2,
ANI2144,Dog,Golden Retriever,6.9,Female,Large,Healthy,95,Adopted,Yes,9.2,
ANI2145,Cat,British Shorthair,15.3,Female,Small,Healthy,13,Not Adopted,Yes,6.5,
ANI2146,Cat,Siamese,8.9,Female,Small,Healthy,120,Adopted,Yes,6,
ANI2147,Cat,Ragdoll,4.1,Male,Medium,Healthy,55,Adopted,Yes,9.7,
